Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Age_binned
-0.3253560530279748,1,-0.4075493927629484,-0.8115705386171448,0.7549876006636732,0.9774564083711706,"(-0.882, 0.0837]"
-1.2779510416388566,0,-0.8260171331377281,-1.3626231045228538,-0.039937561404716625,-0.8378796356301762,"(-1.722, -0.882]"
-0.46651180957256777,0,-0.7046331497558789,-0.41796156297021153,-0.42132788506375934,-1.3845831546730525,"(-0.882, 0.0837]"
-0.013327538560978697,0,0.9390098937026241,-0.18179617758205052,0.9834742865915268,0.7987264117609987,"(-0.882, 0.0837]"
0.5149747081556288,1,-1.0144693096721942,1.2351961347469138,1.189372935127274,0.6431261794180262,"(0.0837, 0.89]"
1.1836072391563341,0,1.4713046379490988,0.9203089542293676,-0.29274982606253197,-0.9184833595916264,"(0.89, 1.719]"
-1.2944604868487506,1,-0.7315548892608026,0.4479781834530456,0.42224843446455396,-0.19655435367603222,"(-1.722, -0.882]"
1.4089611662713872,0,0.48039569968015067,-0.7328487434877595,0.34579661559896063,-0.1811345108312332,"(0.89, 1.719]"
-1.2168660943622491,0,0.6934080596226178,0.5266999785824326,-0.2701617886704255,0.7265335111694392,"(-1.722, -0.882]"
0.02794607446375623,0,-1.1136546657429658,-0.9690141288759189,-1.1302447509083555,-1.0979142581492887,"(-0.882, 0.0837]"
0.962380673343755,1,0.5890272801386155,-0.7328487434877595,-1.6480320695889683,-0.03534690575313391,"(0.89, 1.719]"
0.736201273968208,0,0.4718940977312277,0.7628653639705936,-0.3066501567653669,0.352952773156808,"(0.0837, 0.89]"
-1.63868241947504,1,0.4137998177469184,1.86497049578201,-0.5333993013553676,1.75265396229607,"(-1.722, -0.882]"
-0.06945965227461817,0,-0.7665059194952648,-1.2839013093934668,0.4361487651673889,-0.7902183032007968,"(-0.882, 0.0837]"
-0.9461111929199878,0,-0.09960247772417095,1.943692290911397,0.0929843509411453,0.5190665347121439,"(-1.722, -0.882]"
-1.650239031121966,0,1.0022995971001643,0.9990307493587546,0.8331769608671193,-0.08370914013000359,"(-1.722, -0.882]"
0.12452632894163611,1,-0.8038185058266503,-0.10307438245266351,-1.0312048946506531,-0.07249470897014997,"(0.0837, 0.89]"
-0.14127573893765674,1,0.1219114841672191,0.36925638832365854,0.03477671612302142,-1.114735904889069,"(-0.882, 0.0837]"
-1.6444607252985028,1,-0.06323451383155484,0.5266999785824326,-0.20934784184552238,-1.3523416650884732,"(-1.722, -0.882]"
0.5900926838606462,1,-0.6540958492817237,-0.33923976784082455,-1.3013925726870141,0.23800485376830474,"(0.0837, 0.89]"
-0.1478795170216142,0,-0.04056357530109255,0.13309100293549753,0.717630461899803,-0.19304984393857907,"(-0.882, 0.0837]"
0.9392674500499034,0,0.6055581728170771,-0.7328487434877595,-1.6532446936025291,-0.03744961159560659,"(0.89, 1.719]"
-0.6563704294863488,0,0.13560850952937292,-0.10307438245266351,0.867927787624208,-0.4558880742476543,"(-0.882, 0.0837]"
-1.2234698724462065,0,0.679711034260464,0.5266999785824326,-0.2032664471630301,0.6935911196373685,"(-1.722, -0.882]"
0.9640316178647447,1,-0.7976784599746504,1.471361520135075,0.36751588232214066,-0.8497949687375201,"(0.89, 1.719]"
1.252946909037889,0,0.6291737337863085,0.29053459319427155,0.7671503900286528,0.9956798590059325,"(0.89, 1.719]"
